REF_ID,IN_TIME,VALIDITY,CON_NUM,CON_SIZE,STATUS,OUT_TIME,,,,,,,,,,,,,,,
IGOJO14039,07-02-23 18.55.18,10-02-23 18.55.18,XYBL9002521,20,L,07-02-23 21.44.35,,,,,,,,,,,,,,,
EFS16928,08-02-23 07.56.43,11-02-23 07.56.43,TGTJ0905895,40,E,08-02-23 06.29.48,,,,,,,,,,,,,,,
EFS16928,08-02-23 07.56.43,11-02-23 07.56.43,IWQC4829499,40,E,08-02-23 06.28.55,,,,,,,,,,,,,,,
EFS16928,08-02-23 07.56.43,11-02-23 07.56.43,POYH2542010,40,E,08-02-23 06.29.23,,,,,,,,,,,,,,,
IGOJO14085,08-02-23 18.26.19,11-02-23 18.26.19,GCQH4205408,20,L,09-02-23 02.18.48,,,,,,,,,,,,,,,
IGOJO14085,08-02-23 18.26.19,11-02-23 18.26.19,TQCO8319170,20,L,08-02-23 21.39.29,,,,,,,,,,,,,,,
IGOJO14085,08-02-23 18.26.19,11-02-23 18.26.19,HTSE1803203,20,L,09-02-23 05.12.30,,,,,,,,,,,,,,,
IGOJO14085,08-02-23 18.26.19,11-02-23 18.26.19,HLWJ7361249,20,L,09-02-23 03.57.02,,,,,,,,,,,,,,,
IGOJO14085,08-02-23 18.26.19,11-02-23 18.26.19,DSZN8346665,20,L,09-02-23 05.48.36,,,,,,,,,,,,,,,
IGOJO14085,08-02-23 18.26.19,11-02-23 18.26.19,EXKF3925007,20,L,09-02-23 02.59.17,,,,,,,,,,,,,,,
EXP34103-123391,08-02-23 18.52.20,08-02-23 18.52.20,PJAZ4841342,20,L,11-02-23 09.00.35,,,,,,,,,,,,,,,
EFS33969,08-02-23 19.50.49,11-02-23 19.50.49,RLMR4841539,20,E,09-02-23 00.39.55,,,,,,,,,,,,,,,
EFS33969,08-02-23 19.50.49,11-02-23 19.50.49,SESN3998060,20,E,09-02-23 03.24.42,,,,,,,,,,,,,,,
EFS33969,08-02-23 19.50.49,11-02-23 19.50.49,VSKH4845159,20,E,11-02-23 12.46.19,,,,,,,,,,,,,,,
EFS33969,08-02-23 19.50.49,11-02-23 19.50.49,WJYM7125718,20,E,09-02-23 04.17.26,,,,,,,,,,,,,,,
EFS33969,08-02-23 19.50.49,11-02-23 19.50.49,AFQR3040511,20,E,11-02-23 12.46.19,,,,,,,,,,,,,,,
EFS33982,09-02-23 08.58.50,12-02-23 08.58.50,DYKS7594903,40,E,09-02-23 10.12.17,,,,,,,,,,,,,,,
IGOJO03321,09-02-23 12.56.50,12-02-23 12.56.50,LZPI8003262,20,L,12-02-23 00.22.38,,,,,,,,,,,,,,,
IGOJO03321,09-02-23 12.56.50,12-02-23 12.56.50,EWJV8198394,20,L,12-02-23 00.20.31,,,,,,,,,,,,,,,
IGOJO03321,09-02-23 12.56.50,12-02-23 12.56.50,HMQQ7280398,20,L,11-02-23 23.29.23,,,,,,,,,,,,,,,
IGOJO14111,09-02-23 15.51.10,12-02-23 15.51.10,LJWG0576307,40,L,12-02-23 02.33.46,,,,,,,,,,,,,,,
IGOJO14111,09-02-23 15.51.10,12-02-23 15.51.10,EDVM4976943,40,L,12-02-23 03.12.36,,,,,,,,,,,,,,,
IGOJO14111,09-02-23 15.51.10,12-02-23 15.51.10,XLQO7857712,40,L,11-02-23 20.11.23,,,,,,,,,,,,,,,
IGOJO14111,09-02-23 15.51.10,12-02-23 15.51.10,AWHV1430996,40,L,10-02-23 20.39.00,,,,,,,,,,,,,,,
IGOJO14111,09-02-23 15.51.10,12-02-23 15.51.10,QZTU4406249,40,L,11-02-23 04.15.43,,,,,,,,,,,,,,,
IGOJO14111,09-02-23 15.51.10,12-02-23 15.51.10,CCRC0026638,40,L,10-02-23 23.16.03,,,,,,,,,,,,,,,
IGOJO14111,09-02-23 15.51.10,12-02-23 15.51.10,JJVE9442818,40,L,10-02-23 22.46.17,,,,,,,,,,,,,,,
IGOJO14111,09-02-23 15.51.10,12-02-23 15.51.10,NANL6644929,40,L,12-02-23 03.05.55,,,,,,,,,,,,,,,
IGOJO14111,09-02-23 15.51.10,12-02-23 15.51.10,SFMB7030939,40,L,11-02-23 00.59.48,,,,,,,,,,,,,,,
IGOJO14111,09-02-23 15.51.10,12-02-23 15.51.10,BFXS1689920,40,L,11-02-23 05.36.00,,,,,,,,,,,,,,,
IGOJO14111,09-02-23 15.51.10,12-02-23 15.51.10,IETQ6921375,40,L,10-02-23 20.57.55,,,,,,,,,,,,,,,
IGOJO14111,09-02-23 15.51.10,12-02-23 15.51.10,EMDS6439844,40,L,10-02-23 23.57.22,,,,,,,,,,,,,,,
IGOJO14111,09-02-23 15.51.10,12-02-23 15.51.10,HSTU2135149,40,L,10-02-23 21.26.17,,,,,,,,,,,,,,,
IGOJO14111,09-02-23 15.51.10,12-02-23 15.51.10,ZJZE8200055,40,L,11-02-23 02.04.34,,,,,,,,,,,,,,,
IGOJO14111,09-02-23 15.51.10,12-02-23 15.51.10,ALMW9444595,40,L,10-02-23 07.52.29,,,,,,,,,,,,,,,
IGOJO14111,09-02-23 15.51.10,12-02-23 15.51.10,CDUO4941234,40,L,12-02-23 09.23.27,,,,,,,,,,,,,,,
IGOJO14111,09-02-23 15.51.10,12-02-23 15.51.10,VIGV4676693,40,L,12-02-23 00.41.33,,,,,,,,,,,,,,,
IGOJO14119,09-02-23 16.35.39,12-02-23 16.35.39,XVCJ0080292,40,L,09-02-23 19.48.59,,,,,,,,,,,,,,,
IGOJO14119,09-02-23 16.35.39,12-02-23 16.35.39,VTFU4277127,40,L,09-02-23 19.07.38,,,,,,,,,,,,,,,
IGOJO14119,09-02-23 16.35.39,12-02-23 16.35.39,XVNZ0926442,40,L,09-02-23 19.06.33,,,,,,,,,,,,,,,
IGOJO14119,09-02-23 16.35.39,12-02-23 16.35.39,PLPM4283733,40,L,09-02-23 18.23.13,,,,,,,,,,,,,,,
IGOJO14119,09-02-23 16.35.39,12-02-23 16.35.39,HPCU0662903,40,L,09-02-23 19.05.44,,,,,,,,,,,,,,,
IGOJO14280,15-02-23 15.59.20,18-02-23 15.59.20,RWLP3142270,20,L,16-02-23 22.35.24,,,,,,,,,,,,,,,
IGOJO14280,15-02-23 15.59.20,18-02-23 15.59.20,PQHL9117879,20,L,20-02-23 19.34.36,,,,,,,,,,,,,,,
IGOJO14280,15-02-23 15.59.20,18-02-23 15.59.20,LMXW9137473,20,L,17-02-23 06.04.16,,,,,,,,,,,,,,,
IGOJO14280,15-02-23 15.59.20,18-02-23 15.59.20,WRJY2455272,20,L,22-02-23 02.46.46,,,,,,,,,,,,,,,
IGOJO14280,15-02-23 15.59.20,18-02-23 15.59.20,ZLPZ7293372,20,L,20-02-23 19.38.58,,,,,,,,,,,,,,,
IGOJO14280,15-02-23 15.59.20,18-02-23 15.59.20,VWQW4889249,20,L,19-02-23 06.02.54,,,,,,,,,,,,,,,
IGOJO14280,15-02-23 15.59.20,18-02-23 15.59.20,BJLQ1387743,20,L,22-02-23 02.25.43,,,,,,,,,,,,,,,
IGOJO14280,15-02-23 15.59.20,18-02-23 15.59.20,UAQC2627964,20,L,18-02-23 14.50.21,,,,,,,,,,,,,,,
IGOJO14281,15-02-23 16.23.55,18-02-23 16.23.55,BVGT9294744,20,L,16-02-23 01.30.01,,,,,,,,,,,,,,,
EXP34706-124603,15-02-23 16.35.22,15-02-23 16.35.22,TFWT1418550,20,L,20-02-23 04.20.45,,,,,,,,,,,,,,,
IGOJO14283,15-02-23 16.47.13,18-02-23 16.47.13,DPGE4600591,20,,20-02-23 18.04.25,,,,,,,,,,,,,,,
IGOJO14283,15-02-23 16.47.13,18-02-23 16.47.13,CKRG0045873,20,,20-02-23 15.15.53,,,,,,,,,,,,,,,
IGOJO14283,15-02-23 16.47.13,18-02-23 16.47.13,ZSJB8899683,20,L,20-02-23 17.53.59,,,,,,,,,,,,,,,
IGOJO14283,15-02-23 16.47.13,18-02-23 16.47.13,FRFR4990257,20,L,17-02-23 03.38.22,,,,,,,,,,,,,,,
IGOJO14283,15-02-23 16.47.13,18-02-23 16.47.13,KLTH0260185,20,L,22-02-23 12.51.32,,,,,,,,,,,,,,,
IGOJO14283,15-02-23 16.47.13,18-02-23 16.47.13,OPZU5960088,20,L,23-02-23 13.38.28,,,,,,,,,,,,,,,
IGOJO14283,15-02-23 16.47.13,18-02-23 16.47.13,AIBO4308211,20,L,23-02-23 13.38.51,,,,,,,,,,,,,,,
IGOJO14283,15-02-23 16.47.13,18-02-23 16.47.13,CYVM9366875,20,L,22-02-23 12.50.53,,,,,,,,,,,,,,,
IGOJO14283,15-02-23 16.47.13,18-02-23 16.47.13,MGUS6475111,20,,17-02-23 05.46.05,,,,,,,,,,,,,,,
IGOJO14283,15-02-23 16.47.13,18-02-23 16.47.13,YYWN9105944,20,L,22-02-23 11.00.20,,,,,,,,,,,,,,,
MTZEFS17065,15-02-23 16.47.17,18-02-23 16.47.17,ONZA0104139,20,E,15-02-23 15.19.23,,,,,,,,,,,,,,,
MTZEFS17066,15-02-23 17.09.00,18-02-23 17.09.00,IPEZ0835783,,E,15-02-23 15.44.26,,,,,,,,,,,,,,,
EXP34652-124514,15-02-23 18.12.03,15-02-23 18.12.03,DIPM1952023,20,L,20-02-23 04.05.53,,,,,,,,,,,,,,,
EXP34652-124514,15-02-23 18.12.03,15-02-23 18.12.03,QXOT1329188,20,L,20-02-23 04.04.32,,,,,,,,,,,,,,,
EXP34652-124514,15-02-23 18.12.03,15-02-23 18.12.03,BFRY6590423,20,L,20-02-23 04.11.50,,,,,,,,,,,,,,,
EXP34652-124514,15-02-23 18.12.03,15-02-23 18.12.03,IDAA6999304,20,L,20-02-23 04.05.42,,,,,,,,,,,,,,,
EXP34652-124514,15-02-23 18.12.03,15-02-23 18.12.03,LZDO1906608,20,L,20-02-23 04.04.05,,,,,,,,,,,,,,,
EFS34250,15-02-23 19.10.08,18-02-23 19.10.08,WWXI8747455,20,E,16-02-23 05.58.41,,,,,,,,,,,,,,,
IGOJO14301,15-02-23 19.14.06,18-02-23 19.14.06,JEPB4584062,20,L,17-02-23 04.02.02,,,,,,,,,,,,,,,
IGOJO14301,15-02-23 19.14.06,18-02-23 19.14.06,IFXS6562803,20,L,17-02-23 02.16.45,,,,,,,,,,,,,,,
IGOJO14301,15-02-23 19.14.06,18-02-23 19.14.06,ZEND3312903,20,L,17-02-23 03.26.45,,,,,,,,,,,,,,,
IGOJO14301,15-02-23 19.14.06,18-02-23 19.14.06,EBYO5307663,20,L,17-02-23 04.06.37,,,,,,,,,,,,,,,
EFS34253,15-02-23 19.15.09,18-02-23 19.15.09,ICUL6842505,20,E,17-02-23 11.22.38,,,,,,,,,,,,,,,
EFS34253,15-02-23 19.15.09,18-02-23 19.15.09,HWRJ6934022,20,E,15-02-23 23.29.41,,,,,,,,,,,,,,,
EFS34255,15-02-23 19.19.48,18-02-23 19.19.48,HLJR4134027,20,E,16-02-23 09.43.23,,,,,,,,,,,,,,,
EFS34255,15-02-23 19.19.48,18-02-23 19.19.48,NYCR7207483,20,E,16-02-23 03.13.39,,,,,,,,,,,,,,,
EFS34255,15-02-23 19.19.48,18-02-23 19.19.48,MFEV8254729,20,E,17-02-23 09.47.53,,,,,,,,,,,,,,,
EFS34255,15-02-23 19.19.48,18-02-23 19.19.48,XRBE1553195,20,E,17-02-23 09.31.53,,,,,,,,,,,,,,,
EFS34255,15-02-23 19.19.48,18-02-23 19.19.48,INDP1714960,20,E,16-02-23 10.55.21,,,,,,,,,,,,,,,
EFS34255,15-02-23 19.19.48,18-02-23 19.19.48,EFXV5416216,20,E,17-02-23 10.28.43,,,,,,,,,,,,,,,
MTZEFS16891,07-02-23 03.15.59,10-02-23 03.15.59,NFUE8360225,20,E,07-02-23 01.47.21,,,,,,,,,,,,,,,
IGOJO14009,07-02-23 13.02.08,10-02-23 13.02.08,BPZS0952171,20,L,08-02-23 04.50.14,,,,,,,,,,,,,,,
IGOJO14030,07-02-23 17.29.45,10-02-23 17.29.45,EIJX0137196,20,L,09-02-23 02.20.28,,,,,,,,,,,,,,,
IGOJO14030,07-02-23 17.29.45,10-02-23 17.29.45,CWIP9720843,20,L,09-02-23 03.33.17,,,,,,,,,,,,,,,
IGOJO14034,07-02-23 18.04.09,10-02-23 18.04.09,AFMB2736064,40,L,07-02-23 22.15.08,,,,,,,,,,,,,,,
IGOJO14038,07-02-23 18.38.34,10-02-23 18.38.34,BUBA9843494,40,L,08-02-23 06.43.21,,,,,,,,,,,,,,,
EFS33918,07-02-23 19.16.51,10-02-23 19.16.51,YKXI6192315,20,E,08-02-23 01.14.20,,,,,,,,,,,,,,,
EFS33944,08-02-23 11.41.43,11-02-23 11.41.43,XBTH7279318,40,E,08-02-23 18.29.27,,,,,,,,,,,,,,,
IGOJO03310,08-02-23 13.08.28,11-02-23 13.08.28,KNDS4447661,20,L,12-02-23 18.19.53,,,,,,,,,,,,,,,
IGOJO03310,08-02-23 13.08.28,11-02-23 13.08.28,NORH3427647,20,L,10-02-23 18.17.37,,,,,,,,,,,,,,,
IGOJO03310,08-02-23 13.08.28,11-02-23 13.08.28,SPTK1682769,20,L,11-02-23 17.06.06,,,,,,,,,,,,,,,
IGOJO03310,08-02-23 13.08.28,11-02-23 13.08.28,WCFQ6856137,20,L,12-02-23 15.36.49,,,,,,,,,,,,,,,
IGOJO03310,08-02-23 13.08.28,11-02-23 13.08.28,ZBKX9125127,20,L,11-02-23 12.54.17,,,,,,,,,,,,,,,
IGOJO03310,08-02-23 13.08.28,11-02-23 13.08.28,OYMZ2756484,20,L,12-02-23 11.02.39,,,,,,,,,,,,,,,
IGOJO03310,08-02-23 13.08.28,11-02-23 13.08.28,WBQJ1254342,20,L,13-02-23 13.15.54,,,,,,,,,,,,,,,
EFS33951,08-02-23 13.13.45,11-02-23 13.13.45,IVKF5302964,40,E,08-02-23 17.08.35,,,,,,,,,,,,,,,
IGOJO03317,08-02-23 17.41.40,11-02-23 17.41.40,FCWH0525766,40,L,14-02-23 22.37.15,,,,,,,,,,,,,,,
EXP34414-124049,08-02-23 18.54.57,08-02-23 18.54.57,NHND6633853,20,L,11-02-23 09.08.31,,,,,,,,,,,,,,,
EXP34455-124153,08-02-23 19.06.56,08-02-23 19.06.56,YWCZ9339127,20,L,11-02-23 09.09.48,,,,,,,,,,,,,,,
IGOJO14091,08-02-23 19.21.12,11-02-23 19.21.12,BIBO0317041,40,L,09-02-23 05.12.17,,,,,,,,,,,,,,,
EXP34388-123976,08-02-23 19.26.37,08-02-23 19.26.37,KMVT7626467,20,L,09-02-23 17.03.19,,,,,,,,,,,,,,,
EXP34388-123976,08-02-23 19.26.37,08-02-23 19.26.37,IFAN1462870,20,L,09-02-23 16.34.09,,,,,,,,,,,,,,,
EXP34388-123976,08-02-23 19.26.37,08-02-23 19.26.37,QGLO5435259,20,L,09-02-23 16.54.34,,,,,,,,,,,,,,,
EXP34388-123976,08-02-23 19.26.37,08-02-23 19.26.37,HAVS1616035,20,L,09-02-23 16.55.13,,,,,,,,,,,,,,,
EXP34388-123976,08-02-23 19.26.37,08-02-23 19.26.37,HWEU6784884,20,L,09-02-23 16.33.31,,,,,,,,,,,,,,,
EXP34388-123976,08-02-23 19.26.37,08-02-23 19.26.37,RMMS3739588,20,L,09-02-23 16.34.20,,,,,,,,,,,,,,,
EXP34388-123976,08-02-23 19.26.37,08-02-23 19.26.37,RBJI4155628,20,L,09-02-23 16.56.12,,,,,,,,,,,,,,,
EXP34388-123976,08-02-23 19.26.37,08-02-23 19.26.37,PDJG1690687,20,L,09-02-23 16.33.56,,,,,,,,,,,,,,,
EXP34388-123976,08-02-23 19.26.37,08-02-23 19.26.37,JTOU5318251,20,L,09-02-23 17.03.05,,,,,,,,,,,,,,,
EXP34388-123976,08-02-23 19.26.37,08-02-23 19.26.37,INQX4207986,20,L,09-02-23 17.06.39,,,,,,,,,,,,,,,
EFS33964,08-02-23 19.36.52,11-02-23 19.36.52,FKIS8699209,20,E,09-02-23 04.59.47,,,,,,,,,,,,,,,
MTZEFS17074,16-02-23 03.37.01,19-02-23 03.37.01,LQSL1369920,40,E,16-02-23 02.08.28,,,,,,,,,,,,,,,
MTZEFS17080,16-02-23 05.27.39,19-02-23 05.27.39,DUPP8926199,40,E,16-02-23 03.58.44,,,,,,,,,,,,,,,
EFS16978-231192-413434,11-02-23 03.35.18,14-02-23 03.35.18,ILPN0070811,40,L,18-02-23 14.00.01,,,,,,,,,,,,,,,
EFS16977-231191-413435,11-02-23 03.34.21,14-02-23 03.34.21,IVDO1806838,40,L,18-02-23 14.01.07,,,,,,,,,,,,,,,
EFS34274,16-02-23 12.45.10,19-02-23 12.45.10,NBXI5811018,40,E,16-02-23 19.45.04,,,,,,,,,,,,,,,
EFS34276,16-02-23 13.40.53,19-02-23 13.40.53,QRNI8317718,20,E,17-02-23 00.12.55,,,,,,,,,,,,,,,
EFS16954-230912-415396,10-02-23 04.22.36,13-02-23 04.22.36,OMCY1091806,40,L,18-02-23 13.54.49,,,,,,,,,,,,,,,
IGOJO14310,16-02-23 15.14.19,19-02-23 15.14.19,DYWG3745295,20,L,19-02-23 22.49.18,,,,,,,,,,,,,,,
MTZEFS17087,16-02-23 15.51.53,19-02-23 15.51.53,QAHQ0212285,40,E,16-02-23 14.23.31,,,,,,,,,,,,,,,
IGOJO14319,16-02-23 15.58.46,19-02-23 15.58.46,QSWN2614834,40,L,16-02-23 19.09.12,,,,,,,,,,,,,,,
MTZEFS16911,08-02-23 01.06.23,11-02-23 01.06.23,SQJD5732649,40,E,07-02-23 23.37.46,,,,,,,,,,,,,,,
MTZEFS16923,08-02-23 06.40.49,11-02-23 06.40.49,OLGS2380717,40,E,08-02-23 05.11.49,,,,,,,,,,,,,,,
EXP34085-123392,08-02-23 18.50.45,08-02-23 18.50.45,PIOY1234967,20,L,11-02-23 09.03.49,,,,,,,,,,,,,,,
EXP34261-123763,08-02-23 19.01.56,08-02-23 19.01.56,MBAD9724579,20,L,11-02-23 09.12.09,,,,,,,,,,,,,,,
EFS33972,08-02-23 20.03.42,11-02-23 20.03.42,BAIS8692628,40,E,09-02-23 07.46.05,,,,,,,,,,,,,,,
EFS16866-229933-414422,05-02-23 10.24.43,08-02-23 10.24.43,RHQH5890083,40,L,09-02-23 16.09.05,,,,,,,,,,,,,,,
IGOJO14099,09-02-23 14.51.47,12-02-23 14.51.47,GSRD5845982,20,L,10-02-23 07.05.50,,,,,,,,,,,,,,,
IGOJO14101,09-02-23 14.56.51,12-02-23 14.56.51,CBKA8176690,40,L,10-02-23 08.18.56,,,,,,,,,,,,,,,
IGOJO14108,09-02-23 15.30.24,12-02-23 15.30.24,TDFZ8433497,40,L,15-02-23 04.34.11,,,,,,,,,,,,,,,
IGOJO14117,09-02-23 16.29.50,12-02-23 16.29.50,MRBL6811792,20,L,10-02-23 02.07.32,,,,,,,,,,,,,,,
IGOJO14117,09-02-23 16.29.50,12-02-23 16.29.50,RTXE4810639,20,L,10-02-23 02.30.52,,,,,,,,,,,,,,,
IGOJO14117,09-02-23 16.29.50,12-02-23 16.29.50,EYUL8082550,20,L,10-02-23 10.28.45,,,,,,,,,,,,,,,
EFS34009,09-02-23 19.44.49,12-02-23 19.44.49,QDWQ8568048,40,E,10-02-23 13.20.28,,,,,,,,,,,,,,,
EFS34012,09-02-23 20.16.42,12-02-23 20.16.42,TULN5971625,20,E,09-02-23 21.55.47,,,,,,,,,,,,,,,
IGOJO14144,09-02-23 20.49.55,12-02-23 20.49.55,IYUF0242231,20,L,10-02-23 00.44.50,,,,,,,,,,,,,,,
IGOJO14144,09-02-23 20.49.55,12-02-23 20.49.55,SMSG6573256,20,L,11-02-23 00.41.38,,,,,,,,,,,,,,,
IGOJO14144,09-02-23 20.49.55,12-02-23 20.49.55,YLAF7645601,20,L,10-02-23 00.52.34,,,,,,,,,,,,,,,
IGOJO14144,09-02-23 20.49.55,12-02-23 20.49.55,ZWUM0265636,20,L,09-02-23 23.59.15,,,,,,,,,,,,,,,
IGOJO14144,09-02-23 20.49.55,12-02-23 20.49.55,LDTI3568843,20,L,10-02-23 19.33.08,,,,,,,,,,,,,,,
IGOJO14144,09-02-23 20.49.55,12-02-23 20.49.55,MCOD5957888,20,L,10-02-23 00.47.03,,,,,,,,,,,,,,,
IGOJO14144,09-02-23 20.49.55,12-02-23 20.49.55,YTDF0358195,20,L,10-02-23 22.44.29,,,,,,,,,,,,,,,
IGOJO14144,09-02-23 20.49.55,12-02-23 20.49.55,QZDK6950359,20,L,10-02-23 23.55.24,,,,,,,,,,,,,,,
EFS34263,15-02-23 19.58.37,18-02-23 19.58.37,MDRW3924087,40,E,16-02-23 19.45.24,,,,,,,,,,,,,,,
EFS34263,15-02-23 19.58.37,18-02-23 19.58.37,PSBX5684623,40,E,16-02-23 07.07.01,,,,,,,,,,,,,,,
EFS34264,15-02-23 20.34.37,18-02-23 20.34.37,MDMC3808994,20,E,16-02-23 04.19.05,,,,,,,,,,,,,,,
IGOJO14305,15-02-23 21.53.30,18-02-23 21.53.30,IFWH9615138,20,L,16-02-23 03.53.58,,,,,,,,,,,,,,,
IGOJO14305,15-02-23 21.53.30,18-02-23 21.53.30,BKJS0012838,20,L,16-02-23 01.32.07,,,,,,,,,,,,,,,
IGOJO14305,15-02-23 21.53.30,18-02-23 21.53.30,MFSK4192084,20,L,16-02-23 03.39.42,,,,,,,,,,,,,,,
IGOJO14305,15-02-23 21.53.30,18-02-23 21.53.30,QUME1328708,20,L,16-02-23 08.06.52,,,,,,,,,,,,,,,
IGOJO14305,15-02-23 21.53.30,18-02-23 21.53.30,WSMT6597044,20,L,16-02-23 03.38.09,,,,,,,,,,,,,,,
IGOJO14305,15-02-23 21.53.30,18-02-23 21.53.30,NMUO6911571,20,L,16-02-23 01.16.49,,,,,,,,,,,,,,,
MTZEFS17068,16-02-23 00.12.18,19-02-23 00.12.18,SGJE3667425,40,E,15-02-23 22.43.16,,,,,,,,,,,,,,,
MTZEFS17069,16-02-23 01.39.03,19-02-23 01.39.03,HWOQ1644908,40,E,16-02-23 00.09.59,,,,,,,,,,,,,,,
MTZEFS17072,16-02-23 03.01.23,19-02-23 03.01.23,QQCP4428577,40,E,16-02-23 01.32.17,,,,,,,,,,,,,,,
MTZEFS17076,16-02-23 03.58.38,19-02-23 03.58.38,LBGC5702549,40,E,16-02-23 02.29.26,,,,,,,,,,,,,,,
MTZEFS17079,16-02-23 05.25.25,19-02-23 05.25.25,QUDY5159092,40,E,16-02-23 03.59.09,,,,,,,,,,,,,,,
MTZEFS17081,16-02-23 05.34.36,19-02-23 05.34.36,KRCS8579533,40,E,16-02-23 04.05.36,,,,,,,,,,,,,,,
EFS16903,07-02-23 07.21.00,10-02-23 07.21.00,ERVV6591394,40,E,07-02-23 05.52.40,,,,,,,,,,,,,,,
EFS33902,07-02-23 12.47.54,10-02-23 12.47.54,YBYQ1564270,20,E,07-02-23 15.01.34,,,,,,,,,,,,,,,
EXP34307-123880,07-02-23 18.35.01,07-02-23 18.35.01,AKYY3591933,20,L,16-02-23 12.51.52,,,,,,,,,,,,,,,
EXP34307-123880,07-02-23 18.35.01,07-02-23 18.35.01,KHAY7713450,20,L,16-02-23 12.58.17,,,,,,,,,,,,,,,
EXP34307-123880,07-02-23 18.35.01,07-02-23 18.35.01,ZPBZ5729156,20,L,16-02-23 13.05.23,,,,,,,,,,,,,,,
EXP34307-123880,07-02-23 18.35.01,07-02-23 18.35.01,BYXG8442871,20,L,16-02-23 13.29.21,,,,,,,,,,,,,,,
EXP34307-123880,07-02-23 18.35.01,07-02-23 18.35.01,UKJD8134644,20,L,16-02-23 13.05.12,,,,,,,,,,,,,,,
EXP34307-123880,07-02-23 18.35.01,07-02-23 18.35.01,NFQZ6474948,20,L,16-02-23 13.24.25,,,,,,,,,,,,,,,
EXP34307-123880,07-02-23 18.35.01,07-02-23 18.35.01,FCPM8115742,20,L,16-02-23 13.17.56,,,,,,,,,,,,,,,
EXP34307-123880,07-02-23 18.35.01,07-02-23 18.35.01,KKDM4636169,20,L,16-02-23 13.13.15,,,,,,,,,,,,,,,
MTZEFS16912,08-02-23 01.49.12,11-02-23 01.49.12,BXGD6244150,20,E,08-02-23 00.20.34,,,,,,,,,,,,,,,
MTZEFS16917,08-02-23 03.23.56,11-02-23 03.23.56,OAZD5506825,40,E,08-02-23 01.56.02,,,,,,,,,,,,,,,
EXP34445-124115,08-02-23 15.47.29,08-02-23 15.47.29,MHPV8817384,20,L,09-02-23 17.08.52,,,,,,,,,,,,,,,
EFS16855-229893-414417,05-02-23 01.55.06,08-02-23 01.55.06,MVPY8671825,40,L,09-02-23 16.09.26,,,,,,,,,,,,,,,
EFS16830-229534-412112,03-02-23 16.00.15,06-02-23 16.00.15,VLAM6774975,40,L,09-02-23 16.09.44,,,,,,,,,,,,,,,
EFS33975,08-02-23 23.29.12,11-02-23 23.29.12,XPIP6603371,40,E,09-02-23 09.47.52,,,,,,,,,,,,,,,
EFS16940,09-02-23 07.48.02,12-02-23 07.48.02,CTBQ8269204,40,E,09-02-23 06.19.02,,,,,,,,,,,,,,,
EFS33987,09-02-23 13.15.39,12-02-23 13.15.39,SOPV6080389,20,E,09-02-23 13.39.37,,,,,,,,,,,,,,,
EFS33987,09-02-23 13.15.39,12-02-23 13.15.39,CKMK0616250,20,E,09-02-23 13.40.53,,,,,,,,,,,,,,,
EFS16975-231031-395638,11-02-23 03.18.33,14-02-23 03.18.33,XOOB0750502,40,L,18-02-23 13.56.55,,,,,,,,,,,,,,,
EFS16984-231031-401309,11-02-23 07.01.41,14-02-23 07.01.41,DNRL2618521,40,L,18-02-23 14.01.47,,,,,,,,,,,,,,,
EFS16984-231031-397063,11-02-23 07.01.41,14-02-23 07.01.41,IZDV9599696,40,L,18-02-23 13.57.03,,,,,,,,,,,,,,,
EFS16996-231369-404881,12-02-23 03.36.21,15-02-23 03.36.21,NUBA8986270,40,L,18-02-23 14.00.37,,,,,,,,,,,,,,,
EFS34281,16-02-23 17.23.44,19-02-23 17.23.44,WDWM7792664,20,E,22-02-23 09.27.20,,,,,,,,,,,,,,,
EFS34281,16-02-23 17.23.44,19-02-23 17.23.44,KGNS2118538,20,E,22-02-23 02.57.25,,,,,,,,,,,,,,,
EFS34281,16-02-23 17.23.44,19-02-23 17.23.44,CTEF0133481,20,E,22-02-23 10.21.09,,,,,,,,,,,,,,,
EFS34281,16-02-23 17.23.44,19-02-23 17.23.44,RXII0131895,20,E,18-02-23 07.30.59,,,,,,,,,,,,,,,
EFS34281,16-02-23 17.23.44,19-02-23 17.23.44,BBUX0413696,20,E,20-02-23 02.59.23,,,,,,,,,,,,,,,
EFS34281,16-02-23 17.23.44,19-02-23 17.23.44,OTWD2922316,20,E,18-02-23 10.02.02,,,,,,,,,,,,,,,
EFS34281,16-02-23 17.23.44,19-02-23 17.23.44,EOSN3261044,20,E,20-02-23 03.56.39,,,,,,,,,,,,,,,
EFS34281,16-02-23 17.23.44,19-02-23 17.23.44,LWQM3097681,20,E,18-02-23 11.33.44,,,,,,,,,,,,,,,
EFS34281,16-02-23 17.23.44,19-02-23 17.23.44,DDBV9172162,20,E,20-02-23 11.02.20,,,,,,,,,,,,,,,
EFS34281,16-02-23 17.23.44,19-02-23 17.23.44,AZTE3989002,20,E,20-02-23 11.04.40,,,,,,,,,,,,,,,
EFS34281,16-02-23 17.23.44,19-02-23 17.23.44,UGJI3310107,20,E,18-02-23 11.11.22,,,,,,,,,,,,,,,
EFS34281,16-02-23 17.23.44,19-02-23 17.23.44,GQNF2768793,20,E,21-02-23 09.25.45,,,,,,,,,,,,,,,
EFS34281,16-02-23 17.23.44,19-02-23 17.23.44,OWCX8954822,20,E,20-02-23 10.59.47,,,,,,,,,,,,,,,
